address_name,id,name,type,full_name,purpose_name,address_comment,building_name,is_deleted
"улица Дугина, 28/12",4504127908372731,"Атака, стоматологическая клиника",branch,,,,,
"Варшавское шоссе, 170е к10",70000001088973884,"Дентес, стоматологическая клиника",branch,,,,,
"1-й Спасоналивковский переулок, 17 ст1",4504127908447105,"Институт базальной имплантации, стоматологическая клиника",branch,,,,,
"улица Курыжова, 1 к1",70000001043703951,"Поликлиника №1, медицинский центр",branch,,,1 этаж,,
"Дмитровское шоссе, 27",4504127908495910,"Орис-Плюс, стоматологическая клиника",branch,,,6 этаж,,
"улица Крузенштерна, 10 к1",70000001090212493,"Дентальная история, стоматологическая клиника",branch,,,,,
"Большая Садовая улица, 5 к1",70000001032617951,"Smile Space, стоматологическая клиника",branch,,,1 этаж,,
"Кронштадтский бульвар, 6 к1",70000001029789730,"Atlantis Dental Clinic, стоматология",branch,,,1 этаж,,
"улица Сергия Радонежского, 15-17 ст24",70000001067032410,"Ital Dent, комплексная стоматология",branch,,,1 этаж,,
"Ногинское шоссе, 14",70000001090421448,"Жемчужина, стоматологический центр",branch,,,1 этаж,,
"7-я Парковая улица, 15 ст3",4504127908424357,"Добрый Доктор Восток, стоматологическая клиника",branch,,,1 этаж,,
"улица Жуковского, 2",70000001030574090,"Art Oral, стоматологический бутик",branch,,,,,
"Дмитровское шоссе, 90 к2",70000001035164117,"YniClinic, стоматология",branch,,,1 этаж,,
"Ангарская улица, 67 к3",70000001049125009,"Кимберлит, стоматология",branch,,,1 этаж,,
"Трифоновская улица, 55",70000001092845342,"Союзсити, медицинский центр",branch,,,,,
"Университетский проспект, 16",70000001094065468,"White House, стоматологическая клиника для детей и взрослых",branch,,,1 этаж; около Ozon,,
"Авиационная улица, 68 к3",4504127908364115,"Санация, стоматологическая клиника",branch,,,2 этаж,,
"Солнцевский проспект, 5",4504127908392347,"Дантист, стоматологический центр",branch,,,1 этаж,,
"Саларьевская улица, 16 к3",70000001060970888,Стоматология доктора Малькова,branch,,,,,
"улица Академика Волгина, 8а",70000001101652536,Dc Clinic,branch,,,1 этаж,,
"Новороссийская улица, 25 к1",4504127908372415,"Архидент, стоматологическая клиника",branch,,,1 этаж,,
"улица Арбат, 9 ст2",4504127908503680,Профессорская авторская стоматологическая клиника и Ко,branch,,,1 этаж,,
"Советская улица, 8",4504127908944047,"Дентапрофит, стоматологическая клиника",branch,,,1 этаж,,
"улица 3-е Почтовое отделение, 82",70000001024780043,"Добрый Доктор, стоматология",branch,,,5 кабинет,,
"Бескудниковский бульвар, 24 к1",4504127908370111,"Альфа-Дент, стоматология",branch,,,,,
"бульвар Зелёные аллеи, 1",70000001090007903,"Santa apolonia, стоматологический центр",branch,,,1 этаж,,
"проспект Мира, 21 ст1",70000001109790006,"Dental clinic, стоматологическая клиника",branch,,,,,
"Верхняя Радищевская улица, 13 ст2",70000001101996948,Зуб в квадрате,branch,,,,,
"Лихачёвское шоссе, 6 к4",70000001019235382,"Genyuk dental clinic, стоматологическая клиника",branch,,,2 этаж,,
